ID,DEMOG_AGE,DEMOG_REGION,DEMOG_ETHNICITY,DEMOG_RELIGION,RESPONDENT_WEIGHT,DEMOG_SOCIAL_GRADE,HEALTH_VULNERABILITY,PRIVATE_NON_CONTACT,PRIVATE_CONTACT,PUBLIC_NON_CONTACT,PUBLIC_CONTACT
2920,18-24,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.879146813,Semi or unskilled manual worker,0.879146813,0.879146813,0,0.879146813,0
2921,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.875200739,Retired and living on state pension only,0,1.875200739,1.875200739,1.875200739,1.875200739
2922,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.14730142,Supervisory or clerical/ junior managerial/ professional/ administrator,1.14730142,0,0,0,0
2923,18-24,West Midlands,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,2.102114103,Semi or unskilled manual worker,0,0,0,0,0
2924,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.351642546,1.351642546,1.351642546,1.351642546
2925,18-24,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.879146813,Semi or unskilled manual worker,0.879146813,0.879146813,0,0.879146813,0
2926,18-24,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.609132589,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.609132589,0
2927,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.14730142,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2928,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2929,18-24,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.548646746,Supervisory or clerical/ junior managerial/ professional/ administrator,0.548646746,0.548646746,0,0.548646746,0
2930,18-24,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.964371215,Semi or unskilled manual worker,0.964371215,0.964371215,0.964371215,0.964371215,0
2931,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,0.686275328,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2932,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.875200739,Retired and living on state pension only,1.875200739,1.875200739,1.875200739,1.875200739,1.875200739
2933,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.952103799,Unemployed (for over 6 months) or not working due to long term sickness,0,0,0,0,0
2934,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.903330238,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2935,18-24,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.035728027,Semi or unskilled manual worker,0,0,0,0,0
2936,65+,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.435763617,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,1.435763617,1.435763617
2937,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.253234841,Unemployed (for over 6 months) or not working due to long term sickness,1.253234841,0,0,0,0
2938,65+,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,2.540066672,Skilled manual worker,2.540066672,0,0,0,0
2939,55-64,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.808504998,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2940,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,1.351642546,0,0,0,0
2941,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,1.351642546,0,0,1.351642546,0
2942,65+,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.058780066,Supervisory or clerical/ junior managerial/ professional/ administrator,1.058780066,0,0,0,0
2943,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.999390284,Skilled manual worker,0,0,0,0.999390284,0
2944,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,1.26619514,Skilled manual worker,1.26619514,1.26619514,1.26619514,1.26619514,1.26619514
2945,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.824330961,Semi or unskilled manual worker,0.824330961,0,0,0,0
2946,18-24,South East,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Catholic,1.751825956,Semi or unskilled manual worker,0,1.751825956,0,1.751825956,1.751825956
2947,55-64,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.978752216,Semi or unskilled manual worker,0,0,0,0.978752216,0
2948,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.591708161,Retired and living on state pension only,1.591708161,0,0,0,0
2949,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.014161626,Semi or unskilled manual worker,1.014161626,1.014161626,1.014161626,1.014161626,1.014161626
2950,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.952103799,Semi or unskilled manual worker,0.952103799,0.952103799,0,0.952103799,0
2951,18-24,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.095679099,Skilled manual worker,1.095679099,1.095679099,0,1.095679099,0
2952,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.999390284,Skilled manual worker,0,0,0,0,0
2953,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.26619514,Skilled manual worker,0,1.26619514,1.26619514,1.26619514,1.26619514
2954,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.686275328,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2955,18-24,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.84507985,Semi or unskilled manual worker,0,0.84507985,0,0.84507985,0.84507985
2956,18-24,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.095679099,Skilled manual worker,0,1.095679099,1.095679099,1.095679099,1.095679099
2957,18-24,Northern Ireland,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Nothing in particular,1.473792523,Semi or unskilled manual worker,0,0,0,0,0
2958,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,2.273428378,Skilled manual worker,0,0,0,0,0
2959,18-24,Scotland,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Muslim,0.970894071,Student,0,0,0.970894071,0,0
2960,65+,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.10284346,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.10284346,0,0,0
2961,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.378100076,Retired and living on state pension only,0,0,0,0,0
2962,55-64,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.516676906,Higher managerial/professional/administrative,0,0,0,0.516676906,0
2963,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.952103799,Semi or unskilled manual worker,0,0.952103799,0.952103799,0,0
2964,18-24,North West,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Muslim,1.42021073,Semi or unskilled manual worker,1.42021073,1.42021073,1.42021073,1.42021073,0
2965,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.044400644,Semi or unskilled manual worker,1.044400644,0,0,0,0
2966,55-64,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.978752216,Unemployed (for over 6 months) or not working due to long term sickness,0,0,0,0,0
2967,18-24,Yorkshire And The Humber,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Jewish,1.641710531,Semi or unskilled manual worker,1.641710531,1.641710531,0,0,0
2968,55-64,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Muslim,0.915209751,Semi or unskilled manual worker,0.915209751,0,0,0,0
2969,65+,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.983743032,Skilled manual worker,0,0,0,0,0
2970,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.824330961,Unemployed (for over 6 months) or not working due to long term sickness,0,0,0,0.824330961,0.824330961
2971,65+,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.530029427,Retired and living on state pension only,1.530029427,0,0,0,0
